type,log
aws-cloudtrail,"{""eventVersion"":""1.09"",""userIdentity"":{""type"":""AssumedRole"",""principalId"":""AROAJ4XKQ2P7YV3NLM6QW:deploy-session"",""arn"":""arn:aws:sts::481923755012:assumed-role/BuildDeployRole/deploy-session"",""accountId"":""481923755012"",""sessionContext"":{""sessionIssuer"":{""type"":""Role"",""principalId"":""AROAJ4XKQ2P7YV3NLM6QW"",""arn"":""arn:aws:iam::481923755012:role/BuildDeployRole"",""accountId"":""481923755012"",""userName"":""BuildDeployRole""},""attributes"":{""creationDate"":""2026-07-14T03:11:42Z"",""mfaAuthenticated"":""false""}}},""eventTime"":""2026-07-14T03:19:07Z"",""eventSource"":""kms.amazonaws.com"",""eventName"":""Decrypt"",""awsRegion"":""us-east-2"",""sourceIPAddress"":""18.222.44.91"",""userAgent"":""aws-sdk-go/1.55.5 (go1.23.4; linux; amd64)"",""errorCode"":""AccessDenied"",""errorMessage"":""User: arn:aws:sts::481923755012:assumed-role/BuildDeployRole/deploy-session is not authorized to perform: kms:Decrypt on resource: arn:aws:kms:us-east-2:481923755012:key/8b1f0c2e-77a4-4d19-9f3c-5ac6120b7de1 because no identity-based policy allows the kms:Decrypt action"",""requestParameters"":null,""responseElements"":null,""requestID"":""0f6c1a37-9b21-4e5d-a0c8-31f7bd94e2aa"",""eventID"":""c41b7e28-5d90-4a13-8f66-9e2c0473ab55"",""readOnly"":true,""eventType"":""AwsApiCall"",""managementEvent"":true,""recipientAccountId"":""481923755012"",""eventCategory"":""Management""}"
aws-config,"{""configurationItemVersion"":""1.3"",""configurationItemCaptureTime"":""2026-08-04T14:11:22.418Z"",""configurationItemStatus"":""OK"",""configurationStateId"":""1786031482418"",""awsAccountId"":""481923746512"",""resourceType"":""AWS::EC2::SecurityGroup"",""resourceId"":""sg-0d92ba71c3f8e5410"",""resourceName"":""prod-web-sg"",""ARN"":""arn:aws:ec2:us-east-1:481923746512:security-group/sg-0d92ba71c3f8e5410"",""awsRegion"":""us-east-1"",""availabilityZone"":""Not Applicable"",""tags"":{""Environment"":""production"",""Team"":""platform""},""relatedEvents"":[],""relationships"":[{""resourceType"":""AWS::EC2::VPC"",""resourceId"":""vpc-0f13ac9d8e7b6a542"",""relationshipName"":""is contained in Vpc""}],""configuration"":{""groupId"":""sg-0d92ba71c3f8e5410"",""groupName"":""prod-web-sg"",""ipPermissions"":[{""fromPort"":443,""toPort"":443,""ipProtocol"":""tcp"",""ipv4Ranges"":[{""cidrIp"":""0.0.0.0/0""}]}],""vpcId"":""vpc-0f13ac9d8e7b6a542""},""supplementaryConfiguration"":{}}"
aws-config,"{""configurationItemVersion"":""1.3"",""configurationItemCaptureTime"":""2026-05-18T14:07:33.412Z"",""configurationItemStatus"":""OK"",""configurationStateId"":""1747577253412"",""awsAccountId"":""481923755012"",""resourceType"":""AWS::S3::Bucket"",""resourceId"":""analytics-raw-ingest-prod"",""resourceName"":""analytics-raw-ingest-prod"",""ARN"":""arn:aws:s3:::analytics-raw-ingest-prod"",""awsRegion"":""us-east-1"",""availabilityZone"":""Not Applicable"",""complianceType"":""NON_COMPLIANT"",""configRuleName"":""s3-bucket-server-side-encryption-enabled"",""annotation"":""Server side encryption is not enabled for this bucket."",""relationships"":[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceId"":""org-audit-trail"",""relationshipName"":""Is associated with ""}],""tags"":{""env"":""prod"",""owner"":""data-platform""},""supplementaryConfiguration"":{""BucketVersioningConfiguration"":""{\""status\"":\""Off\"",\""isMfaDeleteEnabled\"":null}"",""ServerSideEncryptionConfiguration"":null}}"
aws-eks-audit,"{""kind"":""Event"",""apiVersion"":""audit.k8s.io/v1"",""level"":""RequestResponse"",""auditID"":""3f81c7a2-9d64-4e0b-8a15-2c7be93df401"",""stage"":""ResponseComplete"",""requestURI"":""/api/v1/namespaces/payments/pods?limit=500"",""verb"":""list"",""user"":{""username"":""kubernetes-admin"",""uid"":""aws-iam-authenticator:481923746512:AIDA7KJ2LMNOP3QRSTUV"",""groups"":[""system:masters"",""system:authenticated""]},""sourceIPs"":[""10.32.7.204""],""userAgent"":""kubectl/v1.30.3 (linux/amd64) kubernetes/6fc0a69"",""objectRef"":{""resource"":""pods"",""namespace"":""payments"",""apiVersion"":""v1""},""responseStatus"":{""metadata"":{},""code"":200},""requestReceivedTimestamp"":""2026-08-04T14:24:31.402118Z"",""stageTimestamp"":""2026-08-04T14:24:31.418904Z"",""annotations"":{""authorization.k8s.io/decision"":""allow"",""authorization.k8s.io/reason"":""RBAC: allowed by ClusterRoleBinding \""cluster-admin\"" of ClusterRole \""cluster-admin\"" to Group \""system:masters\""""}}"
aws-eks-audit,"{""kind"":""Event"",""apiVersion"":""audit.k8s.io/v1"",""level"":""Metadata"",""auditID"":""b7d3f019-8c4a-4a92-b510-6ef2c88d7a31"",""stage"":""ResponseComplete"",""requestURI"":""/api/v1/namespaces/kube-system/secrets/aws-node-token"",""verb"":""get"",""user"":{""username"":""system:serviceaccount:apps:report-runner"",""uid"":""7c1b9e42-3a55-4d10-9bf1-2ce80a4d63f9"",""groups"":[""system:serviceaccounts"",""system:serviceaccounts:apps"",""system:authenticated""]},""sourceIPs"":[""10.6.72.114""],""userAgent"":""kubectl/v1.30.2 (linux/amd64) kubernetes/8e63d6d"",""objectRef"":{""resource"":""secrets"",""namespace"":""kube-system"",""name"":""aws-node-token"",""apiVersion"":""v1""},""responseStatus"":{""metadata"":{},""status"":""Failure"",""message"":""secrets \""aws-node-token\"" is forbidden: User \""system:serviceaccount:apps:report-runner\"" cannot get resource \""secrets\"" in API group \""\"" in the namespace \""kube-system\"""",""reason"":""Forbidden"",""code"":403},""requestReceivedTimestamp"":""2026-07-09T22:41:08.117433Z"",""stageTimestamp"":""2026-07-09T22:41:08.121905Z"",""annotations"":{""authorization.k8s.io/decision"":""forbid"",""authorization.k8s.io/reason"":""no RBAC policy matched""}}"
aws-greengrass,"{""timestamp"":1786039051402,""level"":""INFO"",""loggerName"":""io.acme.edge.SensorAggregator"",""message"":""Published 250 sensor readings to iot/acme/telemetry"",""thread"":""pool-4-thread-2"",""cause"":null,""contexts"":{""serviceName"":""io.acme.EdgeAggregator"",""serviceInstance"":""0"",""componentVersion"":""2.4.1"",""thingName"":""edge-gw-0412"",""groupName"":""BOS-Plant-Floor"",""coreDeviceName"":""edge-gw-0412""},""greengrassVersion"":""2.13.0"",""readings"":250,""topic"":""iot/acme/telemetry"",""qos"":1,""payloadBytes"":18412,""durationMs"":88}"
aws-greengrass,"{""timestamp"":1783235642771,""level"":""ERROR"",""thread"":""pool-2-thread-7"",""loggerName"":""com.aws.greengrass.deployment.DeploymentService"",""eventType"":""deployment-failed"",""message"":""Deployment result is FAILED_NO_STATE_CHANGE"",""cause"":{""exceptionClass"":""com.aws.greengrass.componentmanager.exceptions.PackageDownloadException"",""message"":""Failed to download artifact name: 'telemetry-agent.zip' for component com.example.TelemetryAgent-1.4.2, reason: Access denied to S3 bucket greengrass-artifacts-prod""},""contexts"":{""deploymentId"":""9f81c3ad-2b74-e560-a1c7-d2b4e9f0a51c"",""thingName"":""fleet-gw-0417"",""groupName"":""prod-edge-fleet"",""deploymentType"":""IOT_JOB"",""jobId"":""4418822109"",""components"":""com.example.TelemetryAgent-1.4.2,aws.greengrass.Nucleus-2.13.0"",""rollbackStatus"":""SUCCEEDED""},""nucleusVersion"":""2.13.0"",""architecture"":""aarch64""}"
aws-guardduty,"{""schemaVersion"":""2.0"",""accountId"":""481923746512"",""region"":""us-west-2"",""partition"":""aws"",""id"":""7ab4c19d3e5f60728a9b1c2d3e4f5061"",""arn"":""arn:aws:guardduty:us-west-2:481923746512:detector/12abc34de56f7890/finding/7ab4c19d3e5f60728a9b1c2d3e4f5061"",""type"":""Recon:EC2/PortProbeUnprotectedPort"",""resource"":{""resourceType"":""Instance"",""instanceDetails"":{""instanceId"":""i-0b7d31f9ac4e58210"",""instanceType"":""m6i.large"",""availabilityZone"":""us-west-2b"",""networkInterfaces"":[{""privateIpAddress"":""10.44.2.19"",""publicIp"":""54.187.203.11"",""vpcId"":""vpc-0f13ac9d8e7b6a542"",""subnetId"":""subnet-09a3bc71d2e8f4610""}]}},""service"":{""serviceName"":""guardduty"",""detectorId"":""12abc34de56f7890"",""action"":{""actionType"":""PORT_PROBE"",""portProbeAction"":{""blocked"":false,""portProbeDetails"":[{""localPortDetails"":{""port"":22,""portName"":""SSH""},""remoteIpDetails"":{""ipAddressV4"":""185.220.101.34"",""country"":{""countryName"":""Netherlands""},""organization"":{""asn"":""205100"",""asnOrg"":""F3 Netze e.V.""}}}]}},""eventFirstSeen"":""2026-08-04T13:02:11Z"",""eventLastSeen"":""2026-08-04T14:18:52Z"",""count"":37,""archived"":false},""severity"":2,""title"":""Unprotected port on EC2 instance i-0b7d31f9ac4e58210 is being probed."",""createdAt"":""2026-08-04T13:09:44.512Z"",""updatedAt"":""2026-08-04T14:20:03.881Z""}"
aws-guardduty,"{""schemaVersion"":""2.0"",""accountId"":""481923755012"",""region"":""us-west-2"",""partition"":""aws"",""id"":""7ab41c9d2e5f60837b1049cc6e2f5a3d"",""arn"":""arn:aws:guardduty:us-west-2:481923755012:detector/12abc34de56f7890/finding/7ab41c9d2e5f60837b1049cc6e2f5a3d"",""type"":""CryptoCurrency:EC2/BitcoinTool.B!DNS"",""severity"":8,""title"":""EC2 instance i-0f19c3ab77de2c845 is querying a domain name associated with a cryptocurrency mining pool."",""description"":""EC2 instance i-0f19c3ab77de2c845 is querying a domain name that is associated with Bitcoin or other cryptocurrency-related activity."",""createdAt"":""2026-06-29T18:04:11.221Z"",""updatedAt"":""2026-06-29T19:22:55.813Z"",""resource"":{""resourceType"":""Instance"",""instanceDetails"":{""instanceId"":""i-0f19c3ab77de2c845"",""instanceType"":""m6i.2xlarge"",""launchTime"":""2026-06-21T09:33:02.000Z"",""availabilityZone"":""us-west-2b"",""imageId"":""ami-0c9f3ab21ed7de604"",""networkInterfaces"":[{""privateIpAddress"":""10.8.44.19"",""publicIp"":""54.213.77.140"",""subnetId"":""subnet-07be1ac4d3f9028ba"",""vpcId"":""vpc-0d1c884b7a3e5f912"",""securityGroups"":[{""groupId"":""sg-0aa71e3c9b4d5628f"",""groupName"":""batch-workers""}]}],""tags"":[{""key"":""Team"",""value"":""data-platform""}]}},""service"":{""serviceName"":""guardduty"",""detectorId"":""12abc34de56f7890"",""action"":{""actionType"":""DNS_REQUEST"",""dnsRequestAction"":{""domain"":""xmr-eu1.nanopool.org"",""protocol"":""UDP"",""blocked"":false}},""eventFirstSeen"":""2026-06-29T18:02:47.000Z"",""eventLastSeen"":""2026-06-29T19:21:03.000Z"",""count"":37,""archived"":false}}"
aws-lambda,"{""timestamp"":""2026-08-04T14:24:02.117Z"",""level"":""INFO"",""requestId"":""a71f3c9d-4b28-5e06-9c13-7fd824ab5e30"",""message"":""invoice batch processed"",""functionName"":""invoice-aggregator"",""functionVersion"":""$LATEST"",""memoryLimitInMB"":512,""maxMemoryUsedInMB"":214,""initDurationMs"":0,""durationMs"":842.31,""billedDurationMs"":843,""coldStart"":false,""records"":250,""traceId"":""Root=1-68910f42-1a7b3c5d9e2f406811cd23ab""}"
aws-lambda,"{""timestamp"":""2026-07-21T09:15:02.741Z"",""level"":""ERROR"",""requestId"":""6b1f9c30-4a2e-11f0-9d33-0242ac120004"",""message"":""Task timed out after 15.02 seconds"",""functionName"":""invoice-reconciler"",""functionVersion"":""$LATEST"",""logGroup"":""/aws/lambda/invoice-reconciler"",""logStream"":""2026/07/21/[$LATEST]f7c92ab41d3e4b6580aa1c9d7e2f5031"",""memoryLimitInMB"":1024,""maxMemoryUsedInMB"":983,""initDurationMs"":412.77,""durationMs"":15020.11,""billedDurationMs"":15000,""coldStart"":true,""errorType"":""Sandbox.Timedout"",""xrayTraceId"":""1-68950e26-3d81a49b2c705f6e8b13ad42""}"
aws-rds,"{""timestamp"":""2026-08-04T14:25:52.104Z"",""instanceId"":""prod-orders-db-1"",""engine"":""aurora-postgresql"",""engineVersion"":""15.6"",""logFile"":""error/postgresql.log.2026-08-04-14"",""level"":""LOG"",""pid"":24817,""database"":""orders"",""user"":""app_writer"",""clientAddr"":""10.32.14.87"",""message"":""duration: 42.118 ms  statement: SELECT id, total_cents, status FROM invoices WHERE account_id = 8812 ORDER BY created_at DESC LIMIT 25"",""sessionId"":""68910f48.6cf1"",""virtualTransactionId"":""4/182934""}"
aws-rds,"{""timestamp"":""2026-07-11T03:52:14.338Z"",""instance"":""prod-orders-writer"",""engine"":""postgres"",""engine_version"":""16.3"",""log_file"":""error/postgresql.log.2026-07-11-03"",""level"":""FATAL"",""sqlstate"":""53300"",""message"":""remaining connection slots are reserved for non-replication superuser connections"",""detail"":""max_connections=200 currently reached"",""user"":""orders_app"",""database"":""orders"",""client_addr"":""10.11.204.87"",""backend_pid"":28194,""session_id"":""6890a8b6.6e22"",""region"":""us-east-1""}"
aws-s3-access,"{""bucket_owner"":""7c3a91fbd2e846509a1b7c8d9e0f1a2b3c4d5e6f7081920a1b2c3d4e5f607182"",""bucket"":""acme-prod-artifacts"",""time"":""04/Aug/2026:14:25:09 +0000"",""remote_ip"":""10.32.14.87"",""requester"":""arn:aws:iam::481923746512:role/DeployRole"",""request_id"":""D9K2LM4PR7TYV1BN"",""operation"":""REST.GET.OBJECT"",""key"":""releases/v4.12.0/bundle.tar.gz"",""request_uri"":""GET /acme-prod-artifacts/releases/v4.12.0/bundle.tar.gz HTTP/1.1"",""http_status"":200,""error_code"":""-"",""bytes_sent"":48219104,""object_size"":48219104,""total_time_ms"":1893,""turn_around_time_ms"":18,""referrer"":""-"",""user_agent"":""aws-sdk-go-v2/1.30.3 os/linux lang/go#1.22.5"",""version_id"":""-"",""host_id"":""pQ7tYv1bN8cZfA3dE6gH0jIkL2mN4oP6"",""signature_version"":""SigV4"",""cipher_suite"":""TLS_AES_128_GCM_SHA256"",""authentication_type"":""AuthHeader"",""host_header"":""acme-prod-artifacts.s3.us-east-1.amazonaws.com"",""tls_version"":""TLSv1.3""}"
aws-s3-access,"{""bucket_owner"":""c9f4a1b7d28e3506ff17b4a9c0d2e8153a6b74cc918f0e2d3b5a71c4e69d80fa"",""bucket"":""analytics-raw-ingest-prod"",""time"":""14/Jun/2026:07:22:41 +0000"",""remote_ip"":""91.219.238.11"",""requester"":""arn:aws:iam::481923755012:user/etl-loader"",""request_id"":""F3A9C1D07B24E58E"",""operation"":""REST.PUT.OBJECT"",""key"":""landing/2026/06/14/events-0417.parquet"",""request_uri"":""PUT /landing/2026/06/14/events-0417.parquet HTTP/1.1"",""http_status"":403,""error_code"":""SignatureDoesNotMatch"",""bytes_sent"":463,""object_size"":null,""total_time"":29,""turn_around_time"":null,""referer"":null,""user_agent"":""aws-cli/2.17.9 Python/3.12.4 Linux/6.8.0"",""version_id"":null,""signature_version"":""SigV4"",""cipher_suite"":""ECDHE-RSA-AES128-GCM-SHA256"",""tls_version"":""TLSv1.2"",""authentication_type"":""AuthHeader"",""host_header"":""analytics-raw-ingest-prod.s3.amazonaws.com""}"
aws-security-hub,"{""SchemaVersion"":""2018-10-08"",""Id"":""arn:aws:securityhub:us-east-1:481923746512:subscription/cis-aws-foundations-benchmark/v/1.4.0/2.1.1/finding/b7c3a91f-d2e8-4650-9a1b-7c8d9e0f1a2b"",""ProductArn"":""arn:aws:securityhub:us-east-1::product/aws/securityhub"",""GeneratorId"":""cis-aws-foundations-benchmark/v/1.4.0/2.1.1"",""AwsAccountId"":""481923746512"",""Types"":[""Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark""],""CreatedAt"":""2026-08-04T14:26:11.402Z"",""UpdatedAt"":""2026-08-04T14:26:11.402Z"",""Severity"":{""Label"":""INFORMATIONAL"",""Normalized"":0},""Title"":""2.1.1 Ensure S3 bucket default encryption is enabled"",""Description"":""This S3 bucket has server-side encryption enabled with SSE-KMS."",""Compliance"":{""Status"":""PASSED""},""Workflow"":{""Status"":""RESOLVED""},""RecordState"":""ACTIVE"",""Resources"":[{""Type"":""AwsS3Bucket"",""Id"":""arn:aws:s3:::acme-prod-artifacts"",""Partition"":""aws"",""Region"":""us-east-1"",""Details"":{""AwsS3Bucket"":{""OwnerId"":""7c3a91fbd2e846509a1b7c8d9e0f1a2b3c4d5e6f7081920a1b2c3d4e5f607182""}}}],""ProductFields"":{""StandardsArn"":""arn:aws:securityhub:::standards/cis-aws-foundations-benchmark/v/1.4.0"",""aws/securityhub/CompanyName"":""AWS""}}"
aws-security-hub,"{""SchemaVersion"":""2018-10-08"",""Id"":""arn:aws:securityhub:us-east-1:481923755012:subscription/cis-aws-foundations-benchmark/v/1.4.0/1.14/finding/8c7b1a04-32de-4f95-b0a1-77c2ed913f6e"",""ProductArn"":""arn:aws:securityhub:us-east-1::product/aws/securityhub"",""GeneratorId"":""cis-aws-foundations-benchmark/v/1.4.0/1.14"",""AwsAccountId"":""481923755012"",""Types"":[""Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark""],""CreatedAt"":""2026-04-02T06:00:11.482Z"",""UpdatedAt"":""2026-07-19T06:01:44.019Z"",""Severity"":{""Label"":""CRITICAL"",""Normalized"":90,""Original"":""CRITICAL""},""Title"":""1.14 Ensure access keys are rotated every 90 days or less"",""Description"":""Access keys for IAM user ci-publisher have not been rotated in 214 days."",""Compliance"":{""Status"":""FAILED"",""RelatedRequirements"":[""CIS AWS Foundations Benchmark v1.4.0/1.14""],""SecurityControlId"":""IAM.3""},""Workflow"":{""Status"":""NEW""},""RecordState"":""ACTIVE"",""Resources"":[{""Type"":""AwsIamUser"",""Id"":""arn:aws:iam::481923755012:user/ci-publisher"",""Partition"":""aws"",""Region"":""us-east-1"",""Details"":{""AwsIamUser"":{""UserName"":""ci-publisher"",""CreateDate"":""2024-11-08T15:22:04.000Z"",""Path"":""/""}}}],""ProductFields"":{""StandardsArn"":""arn:aws:securityhub:::standards/cis-aws-foundations-benchmark/v/1.4.0"",""aws/securityhub/FindingId"":""8c7b1a04-32de-4f95-b0a1-77c2ed913f6e""},""Remediation"":{""Recommendation"":{""Text"":""Rotate the access key and delete the stale credential."",""Url"":""https://docs.aws.amazon.com/console/securityhub/IAM.3/remediation""}}}"
aws-vpc-flow,"{""version"":2,""account-id"":""481923746512"",""interface-id"":""eni-0a3f9c81b7d2e4506"",""srcaddr"":""10.32.14.87"",""dstaddr"":""10.32.51.203"",""srcport"":48122,""dstport"":5432,""protocol"":6,""packets"":42,""bytes"":6831,""start"":1786032120,""end"":1786032180,""action"":""ACCEPT"",""log-status"":""OK""}"
aws-vpc-flow,"{""version"":2,""account-id"":""481923755012"",""interface-id"":""eni-0a7c3e91bb4f28d61"",""srcaddr"":""92.63.197.48"",""dstaddr"":""10.42.18.203"",""srcport"":51244,""dstport"":22,""protocol"":6,""packets"":1,""bytes"":44,""start"":1783000980,""end"":1783001040,""action"":""REJECT"",""log-status"":""OK"",""vpc-id"":""vpc-03d9c1a7e4b52f108"",""subnet-id"":""subnet-0c81ef7a2d5b9134c"",""tcp-flags"":2,""type"":""IPv4"",""pkt-srcaddr"":""92.63.197.48"",""pkt-dstaddr"":""10.42.18.203"",""flow-direction"":""ingress"",""traffic-path"":null}"
aws-waf,"{""timestamp"":1786032341827,""formatVersion"":1,""webaclId"":""arn:aws:wafv2:us-east-1:481923746512:regional/webacl/prod-api-acl/8c2f7a91-3d5e-4b06-9a18-7c3d21ef4b90"",""terminatingRuleId"":""Default_Action"",""terminatingRuleType"":""REGULAR"",""action"":""ALLOW"",""httpSourceName"":""ALB"",""httpSourceId"":""481923746512-app/prod-public-alb/9c1e7f3a2b845d06"",""ruleGroupList"":[{""ruleGroupId"":""AWS#AWSManagedRulesCommonRuleSet"",""terminatingRule"":null,""nonTerminatingMatchingRules"":[],""excludedRules"":null}],""rateBasedRuleList"":[],""nonTerminatingMatchingRules"":[],""httpRequest"":{""clientIp"":""203.0.113.47"",""country"":""US"",""headers"":[{""name"":""Host"",""value"":""api.acme.io""},{""name"":""User-Agent"",""value"":""curl/8.7.1""},{""name"":""Accept"",""value"":""application/json""}],""uri"":""/v2/accounts/8812/invoices"",""args"":""limit=25"",""httpVersion"":""HTTP/2.0"",""httpMethod"":""GET"",""requestId"":""1-68910f45-3b8c2d1e9f4a507612ab34cd""},""labels"":[{""name"":""awswaf:managed:aws:core-rule-set:NoUserAgent_Header""}]}"
